ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
RCKW,medium_airport,Hengchun Airport,22.041099548339844,120.7300033569336,AS,TW-PIF,Hengchung,HCN,0.0,0,0.0,0.0,150.92,0.0,0.0
RCLG,closed,Taichung Shuinan Airport,24.1863,120.653999,AS,TW-TXG,Taichung (Xitun),TXG,0.0,0,0.0,0.0,1210.63,0.0,0.0
RCLY,medium_airport,Lanyu Airport,22.027000427246094,121.53500366210938,AS,TW-TTT,Orchid Island,KYD,0.0,0,0.0,0.0,144.36,0.0,0.0
RCMQ,medium_airport,Taichung International Airport / Ching Chuang Kang Air Base,24.2647,120.621002,AS,TW-TXG,Taichung (Qingshui),RMQ,0.0,0,0.0,0.0,2175.2,0.0,0.0
RCMT,medium_airport,Matsu Beigan Airport,26.224199,120.002998,AS,TW-X-LK,Matsu (Beigan),MFK,0.0,0,0.0,0.0,134.51,0.0,0.0
RCN,closed,American River Airport,-35.7574,137.7759,OC,AU-SA,American River,RCN,0.0,0,0.0,0.0,1276.25,0.0,0.0
RCNN,medium_airport,Tainan International Airport / Tainan Air Base,22.950398999999997,120.206001,AS,TW-TNN,Tainan (Rende),TNN,0.0,0,0.0,0.0,206.69,0.0,0.0
RCPO,medium_airport,Hsinchu Air Base,24.818000793499998,120.93900299100001,AS,TW-HSZ,Hsinchu City,HSZ,0.0,0,0.0,0.0,85.3,0.0,0.0
RCQC,medium_airport,Penghu Magong Airport,23.568701,119.627998,AS,TW-PEN,Huxi,MZG,0.0,0,0.0,0.0,337.93,0.0,0.0
RCSQ,medium_airport,Pingtung North Airport,22.700199127197266,120.48200225830078,AS,TW-PIF,Pingtung,PIF,0.0,0,0.0,0.0,318.24,0.0,0.0
RCSS,medium_airport,Taipei Songshan Airport,25.06940078735352,121.552001953125,AS,TW-TPE,Taipei City,TSA,0.0,0,0.0,0.0,59.06,0.0,0.0
RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,AS,TW-TAO,Taipei,TPE,0.0,0,0.0,0.0,347.77,0.0,0.0
RCWA,small_airport,Wang'an Airport,23.369107999999997,119.503598,AS,TW-PEN,Wang'an,WOT,0.0,0,0.0,0.0,377.3,0.0,0.0
RCYU,medium_airport,Hualien Airport,24.02309989929199,121.61799621582031,AS,TW-HUA,Hualien City,HUN,0.0,0,0.0,0.0,170.6,0.0,0.0
RGE,closed,Porgera Airport,-5.4792,143.1236,OC,PG-EPW,Porgera,RGE,0.0,0,0.0,0.0,24146.98,0.0,0.0
RHT,small_airport,Alxa Right Banner Badanjilin Airport,39.225,101.546,AS,CN-15,Badanjilin,RHT,0.0,0,0.0,0.0,15285.43,0.0,0.0
RJAA,large_airport,Narita International Airport,35.764702,140.386002,AS,JP-12,Tokyo,NRT,0.0,0,0.0,0.0,462.6,0.0,0.0
RJAF,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,AS,JP-20,Matsumoto,MMJ,0.0,0,0.0,0.0,7158.79,0.0,0.0
RJAH,medium_airport,Ibaraki Airport / JASDF Hyakuri Air Base,36.181098999999996,140.41499299999998,AS,JP-08,Omitama,IBR,0.0,0,0.0,0.0,344.49,0.0,0.0
RJAM,small_airport,JMSDF Minami Torishima Air Base,24.2897,153.979004,AS,JP-13,Ogasawara,MUS,0.0,0,0.0,0.0,72.18,0.0,0.0
RJAW,medium_airport,Ioto (Iwo Jima) Air Base,24.784153,141.32261,AS,JP-13,Ogasawara,IWO,0.0,0,0.0,0.0,1259.84,0.0,0.0
RJBB,large_airport,Kansai International Airport,34.427299,135.244003,AS,JP-27,Osaka,KIX,0.0,0,0.0,0.0,85.3,0.0,0.0
RJBD,medium_airport,Nanki Shirahama Airport,33.6622009277,135.363998413,AS,JP-30,Shirahama,SHM,0.0,0,0.0,0.0,977.69,0.0,0.0
RJBE,medium_airport,Kobe Airport,34.632801055908196,135.2239990234375,AS,JP-28,Kobe,UKB,0.0,0,0.0,0.0,72.18,0.0,0.0
RJBH,heliport,Hiroshima Heliport,34.371451,132.417666,AS,JP-34,Hiroshima,HIW,0.0,0,0.0,0.0,49.21,0.0,0.0
RJBT,medium_airport,Konotori Tajima Airport,35.512798,134.787003,AS,JP-28,Toyooka,TJH,0.0,0,0.0,0.0,1916.01,0.0,0.0
RJCB,medium_airport,Tokachi-Obihiro Airport,42.7332992554,143.216995239,AS,JP-01,Obihiro,OBO,0.0,0,0.0,0.0,1656.82,0.0,0.0
RJCC,large_airport,New Chitose Airport,42.7752,141.692001,AS,JP-01,Sapporo,CTS,0.0,0,0.0,0.0,269.03,0.0,0.0
RJCH,medium_airport,Hakodate Airport,41.7700004578,140.822006226,AS,JP-01,Hakodate,HKD,0.0,0,0.0,0.0,495.41,0.0,0.0
RJCK,medium_airport,Kushiro Airport,43.0410003662,144.192993164,AS,JP-01,Kushiro,KUH,0.0,0,0.0,0.0,1072.83,0.0,0.0
RJCM,medium_airport,Memanbetsu Airport,43.880599975600006,144.164001465,AS,JP-01,Ōzora,MMB,0.0,0,0.0,0.0,442.91,0.0,0.0
RJCN,medium_airport,Nakashibetsu Airport,43.5774993896,144.960006714,AS,JP-01,Nakashibetsu,SHB,0.0,0,0.0,0.0,767.72,0.0,0.0
RJCO,medium_airport,Sapporo Okadama Airport,43.117447,141.38134,AS,JP-01,Sapporo,OKD,0.0,0,0.0,0.0,82.02,0.0,0.0
RJCR,small_airport,Rebun Airport,45.4550018311,141.039001465,AS,JP-01,Rebun,RBJ,0.0,0,0.0,0.0,301.84,0.0,0.0
RJCW,medium_airport,Wakkanai Airport,45.4042015076,141.80099487299998,AS,JP-01,Wakkanai,WKJ,0.0,0,0.0,0.0,98.43,0.0,0.0
RJDA,small_airport,Amakusa Airport,32.482498,130.158997,AS,JP-43,Amakusa,AXJ,0.0,0,0.0,0.0,1115.49,0.0,0.0
RJDB,medium_airport,Iki Airport,33.7490005493,129.785003662,AS,JP-42,Iki,IKI,0.0,0,0.0,0.0,134.51,0.0,0.0
RJDC,medium_airport,Yamaguchi Ube Airport,33.930000305200004,131.279006958,AS,JP-35,Ube,UBJ,0.0,0,0.0,0.0,75.46,0.0,0.0
RJDT,medium_airport,Tsushima Airport,34.2849006653,129.33099365200002,AS,JP-42,Tsushima,TSJ,0.0,0,0.0,0.0,698.82,0.0,0.0
RJEB,medium_airport,Monbetsu Airport,44.303901672399995,143.404006958,AS,JP-01,Monbetsu,MBE,0.0,0,0.0,0.0,262.47,0.0,0.0
RJEC,medium_airport,Asahikawa Airport,43.670799,142.44700600000002,AS,JP-01,Asahikawa,AKJ,0.0,0,0.0,0.0,2365.49,0.0,0.0
RJEO,medium_airport,Okushiri Airport,42.0717010498,139.432998657,AS,JP-01,Okushiri Island,OIR,0.0,0,0.0,0.0,528.22,0.0,0.0
RJER,medium_airport,Rishiri Airport,45.24200057979999,141.186004639,AS,JP-01,Rishiri,RIS,0.0,0,0.0,0.0,367.45,0.0,0.0
RJFC,medium_airport,Yakushima Airport,30.3855991364,130.65899658200001,AS,JP-46,Yakushima,KUM,0.0,0,0.0,0.0,406.82,0.0,0.0
RJFE,medium_airport,Fukue Airport,32.66630172729492,128.83299255371094,AS,JP-42,Goto,FUJ,0.0,0,0.0,0.0,895.67,0.0,0.0
RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.45100402832028,AS,JP-40,Fukuoka,FUK,0.0,0,0.0,0.0,104.99,0.0,0.0
RJFG,medium_airport,New Tanegashima Airport,30.6051006317,130.990997314,AS,JP-46,Tanegashima,TNE,0.0,0,0.0,0.0,2519.69,0.0,0.0
RJFK,large_airport,Kagoshima Airport,31.80340003967285,130.718994140625,AS,JP-46,Kagoshima,KOJ,0.0,0,0.0,0.0,2972.44,0.0,0.0
RJFM,medium_airport,Miyazaki Airport,31.877199173,131.44900512700002,AS,JP-45,Miyazaki,KMI,0.0,0,0.0,0.0,65.62,0.0,0.0
RJFO,medium_airport,Oita Airport,33.479400634799994,131.736999512,AS,JP-44,Oita,OIT,0.0,0,0.0,0.0,62.34,0.0,0.0
RJFR,medium_airport,Kitakyushu Airport,33.845901,131.03500400000001,AS,JP-40,Kitakyushu,KKJ,0.0,0,0.0,0.0,68.9,0.0,0.0
RJFS,medium_airport,Saga Airport,33.149700164799995,130.302001953,AS,JP-41,Saga,HSG,0.0,0,0.0,0.0,19.69,0.0,0.0
RJFT,medium_airport,Kumamoto Airport,32.83729934692383,130.85499572753906,AS,JP-43,Kumamoto,KMJ,0.0,0,0.0,0.0,2106.3,0.0,0.0
RJFU,medium_airport,Nagasaki Airport,32.916900634799994,129.914001465,AS,JP-42,Nagasaki,NGS,0.0,0,0.0,0.0,49.21,0.0,0.0
RJGG,large_airport,Chubu Centrair International Airport,34.8583984375,136.80499267578122,AS,JP-23,Tokoname,NGO,0.0,0,0.0,0.0,49.21,0.0,0.0
RJKA,medium_airport,Amami Airport,28.430599212646484,129.71299743652344,AS,JP-46,Amami,ASJ,0.0,0,0.0,0.0,88.58,0.0,0.0
RJKB,medium_airport,Okinoerabu Airport,27.425501,128.701004,AS,JP-46,Wadomari,OKE,0.0,0,0.0,0.0,331.36,0.0,0.0
RJKI,medium_airport,Kikai Airport,28.3213005066,129.927993774,AS,JP-46,Kikai,KKX,0.0,0,0.0,0.0,68.9,0.0,0.0
RJKN,medium_airport,Tokunoshima Airport,27.836399,128.880997,AS,JP-46,Amagi,TKN,0.0,0,0.0,0.0,55.77,0.0,0.0
RJNA,medium_airport,Nagoya Airport / JASDF Komaki Air Base,35.255759000000005,136.924095,AS,JP-23,Nagoya,NKM,0.0,0,0.0,0.0,170.6,0.0,0.0
RJNG,medium_airport,Gifu Airport,35.394100189208984,136.8699951171875,AS,JP-21,Gifu,QGU,0.0,0,0.0,0.0,419.95,0.0,0.0
RJNK,medium_airport,Komatsu Airport / JASDF Komatsu Air Base,36.3946,136.406998,AS,JP-17,Kanazawa,KMQ,0.0,0,0.0,0.0,118.11,0.0,0.0
RJNO,medium_airport,Oki Global Geopark Airport,36.178388,133.323566,AS,JP-32,Okinoshima,OKI,0.0,0,0.0,0.0,1020.34,0.0,0.0
rjns,medium_airport,Mount Fuji Shizuoka Airport,34.796043,138.187752,AS,JP-22,Makinohara / Shimada,FSZ,0.0,0,0.0,0.0,1420.6,0.0,0.0
RJNT,medium_airport,Toyama Airport,36.64830017089844,137.18800354003906,AS,JP-16,Toyama,TOY,0.0,0,0.0,0.0,311.68,0.0,0.0
RJNW,medium_airport,Noto Satoyama Airport,37.293098,136.962006,AS,JP-17,Wajima,NTQ,0.0,0,0.0,0.0,2355.64,0.0,0.0
RJOA,medium_airport,Hiroshima Airport,34.4361,132.919006,AS,JP-34,Hiroshima,HIJ,0.0,0,0.0,0.0,3569.55,0.0,0.0
RJOB,medium_airport,Okayama Momotaro Airport,34.756901,133.854996,AS,JP-33,Okayama,OKJ,0.0,0,0.0,0.0,2644.36,0.0,0.0
RJOC,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,AS,JP-32,Izumo,IZO,0.0,0,0.0,0.0,49.21,0.0,0.0
RJOH,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,35.492199,133.23599199999998,AS,JP-31,Yonago,YGJ,0.0,0,0.0,0.0,65.62,0.0,0.0
RJOI,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.24723799999998,AS,JP-35,Iwakuni,IWK,0.0,0,0.0,0.0,22.97,0.0,0.0
RJOK,medium_airport,Kochi Ryoma Airport,33.546101,133.669006,AS,JP-39,Nankoku,KCZ,0.0,0,0.0,0.0,137.8,0.0,0.0
RJOM,medium_airport,Matsuyama Airport,33.82720184326172,132.69999694824222,AS,JP-38,Matsuyama,MYJ,0.0,0,0.0,0.0,82.02,0.0,0.0
RJOO,large_airport,Osaka International Airport,34.785499572753906,135.43800354003906,AS,JP-27,Osaka,ITM,0.0,0,0.0,0.0,164.04,0.0,0.0
RJOR,medium_airport,Tottori Sand Dunes Conan Airport,35.530102,134.167007,AS,JP-31,Tottori,TTJ,0.0,0,0.0,0.0,213.25,0.0,0.0
RJOS,medium_airport,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132801,134.60699499999998,AS,JP-36,Tokushima,TKS,0.0,0,0.0,0.0,85.3,0.0,0.0
RJOT,medium_airport,Takamatsu Airport,34.214199066199996,134.01600647,AS,JP-37,Takamatsu,TAK,0.0,0,0.0,0.0,1991.47,0.0,0.0
RJOW,medium_airport,Iwami Airport,34.676399231,131.789993286,AS,JP-32,Masuda,IWJ,0.0,0,0.0,0.0,603.67,0.0,0.0
RJSA,medium_airport,Aomori Airport,40.73469924926758,140.69099426269528,AS,JP-02,Aomori,AOJ,0.0,0,0.0,0.0,2178.48,0.0,0.0
RJSC,medium_airport,Yamagata Airport,38.4119,140.371002,AS,JP-06,Higashine,GAJ,0.0,0,0.0,0.0,1158.14,0.0,0.0
RJSD,medium_airport,Sado Airport,38.0601997375,138.414001465,AS,JP-15,Sado,SDS,0.0,0,0.0,0.0,288.71,0.0,0.0
RJSF,medium_airport,Fukushima Airport,37.22740173339844,140.43099975585938,AS,JP-07,Sukagawa,FKS,0.0,0,0.0,0.0,4005.91,0.0,0.0
RJSH,medium_airport,JMSDF Hachinohe Air Base / Hachinohe Airport,40.551181,141.465428,AS,JP-02,Hachinohe,HHE,0.0,0,0.0,0.0,498.69,0.0,0.0
RJSI,medium_airport,Morioka Hanamaki Airport,39.4286,141.134995,AS,JP-03,Hanamaki,HNA,0.0,0,0.0,0.0,974.41,0.0,0.0
RJSK,medium_airport,Akita Airport,39.6156005859375,140.218994140625,AS,JP-05,Akita,AXT,0.0,0,0.0,0.0,1026.9,0.0,0.0
RJSM,medium_airport,Misawa Air Base / Misawa Airport,40.703201,141.367996,AS,JP-02,Misawa,MSJ,0.0,0,0.0,0.0,390.42,0.0,0.0
RJSN,medium_airport,Niigata Airport,37.955898284899995,139.121002197,AS,JP-15,Niigata,KIJ,0.0,0,0.0,0.0,95.14,0.0,0.0
RJSR,medium_airport,Odate Noshiro Airport,40.191897999999995,140.371002,AS,JP-05,Kitaakita,ONJ,0.0,0,0.0,0.0,958.01,0.0,0.0
RJSS,large_airport,Sendai Airport,38.139702,140.917007,AS,JP-04,Natori,SDJ,0.0,0,0.0,0.0,49.21,0.0,0.0
RJSY,medium_airport,Shonai Airport,38.812199,139.787003,AS,JP-06,Shonai,SYO,0.0,0,0.0,0.0,282.15,0.0,0.0
RJTA,medium_airport,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,35.454601000000004,139.449997,AS,JP-14,Ayase / Yamato,NJA,0.0,0,0.0,0.0,672.57,0.0,0.0
RJTH,medium_airport,Hachijojima Airport,33.1150016785,139.785995483,AS,JP-13,Hachijojima,HAC,0.0,0,0.0,0.0,994.09,0.0,0.0
RJTO,medium_airport,Oshima Airport,34.7820014954,139.36000061,AS,JP-13,Izu Oshima,OIM,0.0,0,0.0,0.0,426.51,0.0,0.0
RJTQ,medium_airport,Miyakejima Airport,34.073600769,139.559997559,AS,JP-13,Miyakejima,MYE,0.0,0,0.0,0.0,219.82,0.0,0.0
RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,AS,JP-13,Tokyo,HND,0.0,0,0.0,0.0,114.83,0.0,0.0
RJTY,large_airport,Yokota Air Base,35.74850082397461,139.34800720214844,AS,JP-13,Fussa,OKO,0.0,0,0.0,0.0,1519.03,0.0,0.0
RKJB,large_airport,Muan International Airport,34.991406,126.382814,AS,KR-46,Piseo-ri (Muan),MWX,0.0,0,0.0,0.0,114.83,0.0,0.0
RKJJ,medium_airport,Gwangju Airport,35.123173,126.805444,AS,KR-29,Gwangju,KWJ,0.0,0,0.0,0.0,127.95,0.0,0.0
RKJK,medium_airport,Kunsan Air Base,35.903801,126.615997,AS,KR-45,Kunsan,KUV,0.0,0,0.0,0.0,95.14,0.0,0.0
RKJM,closed,Mokpo Airport,34.758979,126.380324,AS,KR-46,Gonghang-ro (Mokpo),MPK,0.0,0,0.0,0.0,75.46,0.0,0.0
RKJU,small_airport,Jeonju (G 703) Air Base,35.878289,127.11894,AS,KR-45,Jeonju,CHN,0.0,0,0.0,0.0,314.96,0.0,0.0
RKJY,medium_airport,Yeosu Airport,34.842300415039055,127.61699676513672,AS,KR-46,Yeosu,RSU,0.0,0,0.0,0.0,173.88,0.0,0.0
RKNC,closed,Camp Page (A-306) Airport,37.883801,127.718002,AS,KR-42,Chuncheon,QUN,0.0,0,0.0,0.0,803.81,0.0,0.0
RKND,closed,Sokcho (Mulchi Airfield) (G-407/K-50) Airport,38.142117,128.598318,AS,KR-42,"Jangsan-ri, Ganghyeon-myeon",SHO,0.0,0,0.0,0.0,301.84,0.0,0.0
RKNN,medium_airport,Gangneung Airport (K-18),37.753601,128.943915,AS,KR-42,Gangneung,KAG,0.0,0,0.0,0.0,114.83,0.0,0.0
RKNW,medium_airport,Wonju Airport / Hoengseong Air Base (K-38/K-46),37.437113000000004,127.960051,AS,KR-42,Wonju,WJU,0.0,0,0.0,0.0,1079.4,0.0,0.0
RKNY,medium_airport,Yangyang International Airport,38.061298,128.669006,AS,KR-42,Gonghang-ro,YNY,0.0,0,0.0,0.0,790.68,0.0,0.0
RKPC,large_airport,Jeju International Airport,33.51129913330078,126.49299621582031,AS,KR-49,Jeju City,CJU,0.0,0,0.0,0.0,387.14,0.0,0.0
RKPD,medium_airport,Jeongseok Airport,33.3996009827,126.711997986,AS,KR-49,Jeju Island,JDG,0.0,0,0.0,0.0,3841.86,0.0,0.0
RKPE,small_airport,Jinhae Airbase/Airport (G-813/K-10),35.140248,128.69622900000002,AS,KR-48,Jinhae,CHF,0.0,0,0.0,0.0,26.25,0.0,0.0
RKPK,large_airport,Gimhae International Airport,35.1795005798,128.93800354,AS,KR-26,Busan,PUS,0.0,0,0.0,0.0,19.69,0.0,0.0
RKPS,medium_airport,Sacheon Air Base/Airport,35.088591,128.071747,AS,KR-48,Sacheon,HIN,0.0,0,0.0,0.0,82.02,0.0,0.0
RKPU,medium_airport,Ulsan Airport,35.59349823,129.352005005,AS,KR-31,Ulsan,USN,0.0,0,0.0,0.0,147.64,0.0,0.0
RKSI,large_airport,Incheon International Airport,37.46910095214844,126.45099639892578,AS,KR-28,Seoul,ICN,0.0,0,0.0,0.0,75.46,0.0,0.0
RKSM,medium_airport,Seoul Air Base (K-16),37.444744,127.11271799999999,AS,KR-41,Simgok-dong,SSN,0.0,0,0.0,0.0,301.84,0.0,0.0
RKSS,large_airport,Gimpo International Airport,37.5583,126.791,AS,KR-11,Seoul,GMP,0.0,0,0.0,0.0,193.57,0.0,0.0
RKTA,small_airport,Taean Airport,36.59453,126.295803,AS,KR-44,Taean,QDY,0.0,0,0.0,0.0,52.49,0.0,0.0
RKTH,medium_airport,Pohang Airport (G-815/K-3),35.987955,129.42038300000002,AS,KR-47,Pohang,KPO,0.0,0,0.0,0.0,229.66,0.0,0.0
RKTN,medium_airport,Daegu Airport,35.896871999999995,128.65531000000001,AS,KR-27,Daegu,TAE,0.0,0,0.0,0.0,380.58,0.0,0.0
RKTP,small_airport,Seosan Air Base,36.703998999999996,126.486,AS,KR-44,Seosan,HMY,0.0,0,0.0,0.0,127.95,0.0,0.0
RKTU,medium_airport,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,AS,KR-43,Cheongju,CJJ,0.0,0,0.0,0.0,626.64,0.0,0.0
RKTY,medium_airport,Yecheon Airbase,36.630373,128.34971000000002,AS,KR-47,Yecheon-ri,YEC,0.0,0,0.0,0.0,1161.42,0.0,0.0
RKU,small_airport,Kairuku Airport,-8.817000054,146.5243833,OC,PG-CPM,Yule Island,RKU,0.0,0,0.0,0.0,147.64,0.0,0.0
RKY,small_airport,Rokeby Airport,-13.6434,142.641,OC,AU-QLD,Rokeby,RKY,0.0,0,0.0,0.0,1187.66,0.0,0.0
RLP,small_airport,Rosella Plains Airport,-18.4253,144.4587,OC,AU-QLD,Rosella Plains,RLP,0.0,0,0.0,0.0,6085.96,0.0,0.0
RMU,medium_airport,Región de Murcia International Airport,37.803000000000004,-1.125,EU,ES-MU,Corvera,RMU,0.0,0,0.0,0.0,2112.86,0.0,0.0
RNR,closed,Robinson River Airport,-10.171,148.82299999999998,OC,PG-CPM,Robinson River,RNR,0.0,0,0.0,0.0,196.85,0.0,0.0
ROAH,large_airport,Naha Airport / JASDF Naha Air Base,26.195801,127.646004,AS,JP-47,Naha,OKA,0.0,0,0.0,0.0,39.37,0.0,0.0
ROKJ,medium_airport,Kumejima Airport,26.363445000000002,126.71383999999999,AS,JP-47,Kumejima,UEO,0.0,0,0.0,0.0,75.46,0.0,0.0
ROKR,small_airport,Kerama Airport,26.168337,127.293423,AS,JP-47,Zamami,KJP,0.0,0,0.0,0.0,511.81,0.0,0.0
ROMD,medium_airport,Minamidaito Airport,25.8465,131.263,AS,JP-47,Minamidaito,MMD,0.0,0,0.0,0.0,547.9,0.0,0.0
ROMY,medium_airport,Miyako Airport,24.7828006744,125.294998169,AS,JP-47,Miyako City,MMY,0.0,0,0.0,0.0,492.13,0.0,0.0
RORA,small_airport,Aguni Airport,26.592755,127.24033500000002,AS,JP-47,Aguni,AGJ,0.0,0,0.0,0.0,124.67,0.0,0.0
RORE,medium_airport,Iejima Airport,26.722537,127.786801,AS,JP-47,Ie,IEJ,0.0,0,0.0,0.0,807.09,0.0,0.0
RORH,small_airport,Hateruma Airport,24.059751000000002,123.80558,AS,JP-47,Taketomi,HTR,0.0,0,0.0,0.0,141.08,0.0,0.0
RORK,medium_airport,Kitadaito Airport,25.9447002411,131.32699585,AS,JP-47,Kitadaitōjima,KTD,0.0,0,0.0,0.0,262.47,0.0,0.0
RORS,medium_airport,Miyako Shimojishima Airport,24.8267,125.144997,AS,JP-47,Miyakojima,SHI,0.0,0,0.0,0.0,177.17,0.0,0.0
RORT,medium_airport,Tarama Airport,24.6539001465,124.67500305200001,AS,JP-47,Tarama,TRA,0.0,0,0.0,0.0,118.11,0.0,0.0
RORY,medium_airport,Yoron Airport,27.044001,128.401993,AS,JP-46,Yoron,RNJ,0.0,0,0.0,0.0,170.6,0.0,0.0
ROYN,medium_airport,Yonaguni Airport,24.467298,122.979827,AS,JP-47,Yonaguni,OGN,0.0,0,0.0,0.0,229.66,0.0,0.0
RPBL,small_airport,Balesin Island Airport,14.419364999999999,122.039402,AS,PH-BAS,Balesin,BSI,0.0,0,0.0,0.0,82.02,0.0,0.0
RPLB,medium_airport,Subic Bay International Airport / Naval Air Station Cubi Point,14.7944,120.271004,AS,PH-ZMB,Olongapo,SFS,0.0,0,0.0,0.0,209.97,0.0,0.0
RPLC,medium_airport,Diosdado Macapagal International Airport,15.186,120.559998,AS,PH-PAM,Mabalacat,CRK,0.0,0,0.0,0.0,1587.93,0.0,0.0
RPLI,medium_airport,Laoag International Airport,18.1781005859375,120.53199768066406,AS,PH-ILN,Laoag City,LAO,0.0,0,0.0,0.0,82.02,0.0,0.0
RPLL,large_airport,Ninoy Aquino International Airport,14.5086,121.019997,AS,PH-00,Manila,MNL,0.0,0,0.0,0.0,246.06,0.0,0.0
RPLP,medium_airport,Legazpi City International Airport,13.1575,123.735,AS,PH-ALB,Legazpi City,LGP,0.0,0,0.0,0.0,216.54,0.0,0.0
RPLS,small_airport,Sangley Point International Airport / Danilo Atienza Air Base,14.4954,120.903999,AS,PH-CAV,Cavite,SGL,0.0,0,0.0,0.0,26.25,0.0,0.0
RPMA,medium_airport,Allah Valley Airport,6.367903,124.752431,AS,PH-SCO,Surallah,AAV,0.0,0,0.0,0.0,2162.07,0.0,0.0
RPMC,medium_airport,Awang Airport,7.165239810943604,124.20999908447266,AS,PH-MAG,Cotabato City,CBO,0.0,0,0.0,0.0,620.08,0.0,0.0
RPMD,large_airport,Francisco Bangoy International Airport,7.12552,125.646004,AS,PH-DAS,Davao,DVO,0.0,0,0.0,0.0,314.96,0.0,0.0
RPME,medium_airport,Bancasi Airport,8.9515,125.4788,AS,PH-AGN,Butuan,BXU,0.0,0,0.0,0.0,462.6,0.0,0.0
RPMG,medium_airport,Dipolog Airport,8.60198349877,123.34187507600001,AS,PH-ZAN,Dipolog City,DPL,0.0,0,0.0,0.0,39.37,0.0,0.0
RPMH,medium_airport,Camiguin Airport,9.253894,124.709115,AS,PH-CAM,Mambajao,CGM,0.0,0,0.0,0.0,173.88,0.0,0.0
RPMI,small_airport,Maria Cristina Airport,8.13049,124.214996,AS,PH-LAN,Iligan,IGN,0.0,0,0.0,0.0,4265.09,0.0,0.0
RPMM,small_airport,Malabang Airport,7.617219924926758,124.05899810791016,AS,PH-LAS,Malabang,MLP,0.0,0,0.0,0.0,88.58,0.0,0.0
RPMO,medium_airport,Labo Airport,8.178509712219237,123.84200286865234,AS,PH-MSC,Ozamiz City,OZC,0.0,0,0.0,0.0,246.06,0.0,0.0
RPMP,medium_airport,Pagadian Airport,7.830731447869999,123.461179733,AS,PH-ZAS,Pagadian City,PAG,0.0,0,0.0,0.0,16.4,0.0,0.0
RPMQ,medium_airport,Mati National Airport,6.949091,126.27368,AS,PH-DAO,Mati,MXI,0.0,0,0.0,0.0,511.81,0.0,0.0
RPMR,medium_airport,General Santos International Airport,6.058000087740001,125.096000671,AS,PH-SCO,General Santos,GES,0.0,0,0.0,0.0,1656.82,0.0,0.0
RPMS,medium_airport,Surigao Airport,9.755838325629998,125.480947495,AS,PH-SUN,Surigao City,SUG,0.0,0,0.0,0.0,65.62,0.0,0.0
RPMW,medium_airport,Tandag Airport,9.072002000000001,126.17132,AS,PH-SUR,Tandag,TDG,0.0,0,0.0,0.0,52.49,0.0,0.0
RPMZ,medium_airport,Zamboanga International Airport,6.922420024871826,122.05999755859376,AS,PH-ZAS,Zamboanga City,ZAM,0.0,0,0.0,0.0,108.27,0.0,0.0
RPNS,small_airport,Siargao Airport,9.8591,126.014,AS,PH-SUN,Del Carmen,IAO,0.0,0,0.0,0.0,32.81,0.0,0.0
RPSD,small_airport,Cesar Lim Rodriguez (Taytay-Sandoval) Airport,11.05065,119.51926599999999,AS,PH-PLW,Taytay,RZP,0.0,0,0.0,0.0,262.47,0.0,0.0
RPSV,small_airport,San Vicente Airport,10.524298,119.272899,AS,PH-PLW,San Vicente,SWL,0.0,0,0.0,0.0,78.74,0.0,0.0
RPUB,medium_airport,Loakan Airport,16.375099182128903,120.62000274658205,AS,PH-BEN,Baguio City,BAG,0.0,0,0.0,0.0,13946.85,0.0,0.0
RPUD,medium_airport,Daet Airport,14.129199981689453,122.9800033569336,AS,PH-CAN,Daet,DTE,0.0,0,0.0,0.0,32.81,0.0,0.0
RPUH,medium_airport,San Jose Airport,12.361499786399998,121.04699707,AS,PH-MDC,San Jose,SJI,0.0,0,0.0,0.0,45.93,0.0,0.0
RPUM,medium_airport,Mamburao Airport,13.208048000000002,120.605457,AS,PH-MDC,Mamburao,MBO,0.0,0,0.0,0.0,42.65,0.0,0.0
RPUN,medium_airport,Naga Airport,13.58489990234375,123.2699966430664,AS,PH-CAS,Naga,WNP,0.0,0,0.0,0.0,465.88,0.0,0.0
RPUO,medium_airport,Basco Airport,20.4513,121.980003,AS,PH-BTN,Basco,BSO,0.0,0,0.0,0.0,954.72,0.0,0.0
RPUR,medium_airport,Dr Juan C Angara Airport,15.729308999999999,121.50003400000001,AS,PH-AUR,Baler,BQA,0.0,0,0.0,0.0,354.33,0.0,0.0
RPUT,medium_airport,Tuguegarao Airport,17.6433676823,121.73315048200001,AS,PH-CAG,Tuguegarao City,TUG,0.0,0,0.0,0.0,229.66,0.0,0.0
